OBJECTID,Join_Count,TARGET_FID,Row_Labels,Average_of,Average__1,Comm,BUFF_DIST,ORIG_FID,OBJECTID_1,OBJECTID_12,BLDG_ID,BLDG_NAME,ADDRESS,CITY,ZIPCODE,CSP_SCH_ID,SCH_ID,SCH_NAME,SCH_LABEL,SCH_TYPE,SHARED,COMPLEX,POINT_X,POINT_Y,SCHID,NAME,TOWN_MAIL,TOWN,STATE,ZIP,PRINCIPAL,PHONE,FAX,GRADES,TYPE,Shape_Length,Shape_Area
139,0,139,352,42.298240000000000,-71.057050000000004,0,200.000000000000000,233,,139,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346379953307,0.000013709887933
140,0,140,353,42.274340000000002,-71.109189999999998,0,200.000000000000000,234,,140,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343325152806,0.000013704763927
141,0,141,354,42.340350000000001,-71.151240000000001,0,200.000000000000000,235,,141,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351771895549,0.000013718930812
142,0,142,356,42.271320000000003,-71.104740000000007,0,200.000000000000000,237,,142,,,,,,,,,,,,,,,,,,,,,,,,,,0.013342939633309,0.000013704117202
143,0,143,358,42.291159999999998,-71.075190000000006,0,200.000000000000000,239,,143,,,,,,,,,,,,,,,,,,,,,,,,,,0.013345474859842,0.000013708369823
144,2,144,359,42.271210000000004,-71.092410000000001,0,200.000000000000000,240,119,144,76,Mattapan Eec Bldg,108 Babson Street,Mattapan,02126,4440,4440,Ellison/ Parks ELC,Ellison/ Parks ELC,ELC, , ,766621.396245999960229,2924328.192429999820888,8064,Pope John Paul II Academy (Mattapan),Mattapan,BOSTON,MA,02126,Kathleen Aldridge,617-265-0019,--,"PK,K,1,2,3,4,5,6,7,8",PRI,0.013342925670782,0.000013704093868
145,0,145,362,42.345880000000001,-71.141300000000001,0,200.000000000000000,241,,145,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352480812186,0.000013720119802
146,0,146,364,42.334479999999999,-71.089460000000003,0,200.000000000000000,243,,146,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351019418246,0.000013717668943
147,0,147,365,42.352849999999997,-71.073849999999993,0,200.000000000000000,244,,147,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353374925673,0.000013721619295
148,0,148,366,42.352670000000003,-71.071079999999995,0,200.000000000000000,245,,148,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353352169972,0.000013721581389
149,1,149,368,42.337359999999997,-71.078040000000001,0,200.000000000000000,247,20,149,27,Hurley Bldg,70 Worcester Street,Boston,02118,4260,4260,Hurley K-8,Hurley K-8,K-8, , ,770330.236568999942392,2948751.748840000014752,,,,,,,,,,,,0.013351388756389,0.000013718288602
150,0,150,371,42.339309999999998,-71.080359999999999,0,200.000000000000000,248,,150,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351638562725,0.000013718707100
151,1,151,372,42.341639999999998,-71.083250000000007,0,200.000000000000000,249,33,151,45,Carter Center Bldg,396 Northampton Street,Roxbury,02118,4261,4261,Carter Center,Carter Center,Special, , ,768677.999992000055499,2949400.000010000076145,,,,,,,,,,,,0.013351937442571,0.000013719208716
152,0,152,374,42.349020000000003,-71.091589999999997,0,200.000000000000000,250,,152,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352883411553,0.000013720794982
153,1,153,379,42.262909999999998,-71.155420000000007,0,200.000000000000000,254,93,153,129,Beethoven Bldg,5125 Washington Street,West Roxbury,02132,4030,4030,Beethoven Elementary,Beethoven (K1-2),ES, , ,749247.248708999948576,2921208.691689999774098,,,,,,,,,,,,0.013341865314227,0.000013702314751
154,0,154,384,42.348920000000000,-71.160439999999994,0,200.000000000000000,255,,154,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352870876181,0.000013720773788
155,0,155,386,42.357450000000000,-71.148300000000006,0,200.000000000000000,257,,155,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353965123732,0.000013722608763
156,0,156,388,42.346229999999998,-71.070610000000002,0,200.000000000000000,258,,156,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352525908615,0.000013720195495
157,0,157,390,42.288390000000000,-71.135419999999996,0,200.000000000000000,260,,157,,,,,,,,,,,,,,,,,,,,,,,,,,0.013345120544251,0.000013707775495
158,0,158,397,42.283420000000000,-71.131379999999993,0,200.000000000000000,262,,158,,,,,,,,,,,,,,,,,,,,,,,,,,0.013344485407817,0.000013706710228
159,0,159,398,42.317110000000000,-71.056709999999995,0,200.000000000000000,263,,159,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348794906720,0.000013713938241
160,1,160,401,42.348599999999998,-71.106890000000007,0,200.000000000000000,264,86,160,120,Mckinley St Mary'S St Bldg,50 St. Mary Street,Boston,02215,1292,1292,McKinley Middle,McKinley MS,Special, , ,762468.913617999991402,2952063.254060000181198,,,,,,,,,,,,0.013352829824455,0.000013720705029
161,0,161,403,42.344389999999997,-71.053110000000004,0,200.000000000000000,265,,161,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352289734021,0.000013719799332
162,0,162,406,42.359040000000000,-71.123230000000007,0,200.000000000000000,267,,162,,,,,,,,,,,,,,,,,,,,,,,,,,0.013354168673170,0.000013722950044
163,0,163,411,42.318379999999998,-71.098309999999998,0,200.000000000000000,270,,163,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348957233522,0.000013714210521
164,0,164,418,42.380710000000001,-71.023520000000005,0,200.000000000000000,273,,164,,,,,,,,,,,,,,,,,,,,,,,,,,0.013356951562367,0.000013727616951
165,0,165,419,42.308079999999997,-71.065029999999993,0,200.000000000000000,274,,165,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347638887391,0.000013711999507
166,0,166,422,42.308810000000001,-71.118039999999993,0,200.000000000000000,277,,166,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347732342643,0.000013712156245
167,0,167,427,42.277949999999997,-71.053719999999998,0,200.000000000000000,280,,167,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343786359450,0.000013705537434
168,0,168,435,42.330280000000002,-71.047399999999996,0,200.000000000000000,283,,168,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350481363230,0.000013716766717
169,0,169,437,42.343359999999997,-71.085780000000000,0,200.000000000000000,284,,169,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352157726673,0.000013719577713
170,1,170,438,42.305399999999999,-71.080510000000004,0,200.000000000000000,285,112,170,150,Burke High School Bldg,60 Washington Street,Dorchester,02121,1120,1120,Burke High,Burke HS,HS, , ,769337.072735999943689,2937107.129000000189990,,,,,,,,,,,,0.013347295881106,0.000013711424048
171,1,171,441,42.348410000000001,-71.064139999999995,0,200.000000000000000,287,16,171,22,Boston HS Bldg,885 Washington Street,Boston,02111,4650,4650,Quincy Lower (K-5),Quincy Lower (K-5),K-12, , ,773779.124763999949209,2952129.104590000119060,,,,,,,,,,,,0.013352805274954,0.000013720663944
172,0,172,443,42.242719999999998,-71.126329999999996,0,200.000000000000000,288,,172,,,,,,,,,,,,,,,,,,,,,,,,,,0.013339289805206,0.000013697994709
173,0,173,444,42.346240000000002,-71.135589999999993,0,200.000000000000000,289,,173,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352526978328,0.000013720197246
174,1,174,445,42.330640000000002,-71.088269999999994,0,200.000000000000000,290,35,174,48,Madison Park Bldg #3 - O'Bryant,55 Malcolm X Blvd,Roxbury,02120,1030,1030,O'Bryant Math & Sci.,O'Bryant School,6/7-12, , ,767354.011765999952331,2946288.259779999963939,,,,,,,,,,,,0.013350527315780,0.000013716843693
175,0,175,450,42.288910000000001,-71.134159999999994,0,200.000000000000000,294,,175,,,,,,,,,,,,,,,,,,,,,,,,,,0.013345186977133,0.000013707886821
176,0,176,451,42.300849999999997,-71.075940000000003,0,200.000000000000000,295,,176,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346714013547,0.000013710448260
177,0,177,453,42.345550000000003,-71.042990000000003,0,200.000000000000000,297,,177,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352438619243,0.000013720048966
178,0,178,454,42.327660000000002,-71.095680000000002,0,200.000000000000000,298,,178,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350145776435,0.000013716203899
179,0,179,455,42.288249999999998,-71.144570000000002,0,200.000000000000000,299,,179,,,,,,,,,,,,,,,,,,,,,,,,,,0.013345103104716,0.000013707746398
180,0,180,456,42.296880000000002,-71.066990000000004,0,200.000000000000000,300,,180,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346205849821,0.000013709595599
181,0,181,459,42.360300000000002,-71.057060000000007,0,200.000000000000000,301,,181,,,,,,,,,,,,,,,,,,,,,,,,,,0.013354330683111,0.000013723221804
182,0,182,460,42.341749999999998,-71.145870000000002,0,200.000000000000000,302,,182,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351951055167,0.000013719230992
183,0,183,462,42.335439999999998,-71.064830000000001,0,200.000000000000000,304,,183,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351142993078,0.000013717876524
184,1,184,463,42.295929999999998,-71.092290000000006,0,200.000000000000000,305,163,184,,,150 American Legion Highway,,,,,,,,,,,,5451,Edward Brooke Charter School - Mattapan,Dorchester,BOSTON,MA,02124, , , , ,CHA,0.013346084563354,0.000013709392508
185,0,185,464,42.321460000000002,-71.119619999999998,0,200.000000000000000,306,,185,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349351502711,0.000013714871656
186,1,186,469,42.308259999999997,-71.075130000000001,0,200.000000000000000,309,45,186,59,Frederick Middle,270 Columbia Road,Dorchester,02121,2360,2360,Frederick Pilot Middle,Frederick MS,MS, , ,771013.999993999954313,2937930.000000000000000,,,,,,,,,,,,0.013347661858469,0.000013712037955
187,0,187,470,42.352510000000002,-71.067509999999999,0,200.000000000000000,310,,187,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353331163367,0.000013721545953
188,0,188,474,42.306300000000000,-71.124189999999999,0,200.000000000000000,314,,188,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347411123867,0.000013711617373
189,0,189,475,42.358649999999997,-71.160899999999998,0,200.000000000000000,315,,189,,,,,,,,,,,,,,,,,,,,,,,,,,0.013354118832330,0.000013722866606
190,1,190,478,42.263910000000003,-71.154340000000005,0,200.000000000000000,317,93,190,129,Beethoven Bldg,5125 Washington Street,West Roxbury,02132,4030,4030,Beethoven Elementary,Beethoven (K1-2),ES, , ,749247.248708999948576,2921208.691689999774098,,,,,,,,,,,,0.013341993390004,0.000013702529901
191,0,191,480,42.311300000000003,-71.070120000000003,0,200.000000000000000,318,,191,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348050993242,0.000013712690658
192,1,192,481,42.349980000000002,-71.084530000000001,0,200.000000000000000,319,145,192,,,30 Fairfield Street,,,,,,,,,,,,00350760,The Kingsley Montessori School,Boston,BOSTON,MA,02116,Carole Forbes,617-226-4900,--,"PK,K,1,2,3,4,5,6",PRI,0.013353006656866,0.000013721001657
193,0,193,482,42.341830000000002,-71.055520000000001,0,200.000000000000000,320,,193,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351961395804,0.000013719248579
194,0,194,484,42.273470000000003,-71.129440000000002,0,200.000000000000000,321,,194,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343214271703,0.000013704577910
195,0,195,488,42.335880000000003,-71.100200000000001,0,200.000000000000000,324,,195,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351198685797,0.000013717969475
196,0,196,491,42.361390000000000,-71.070849999999993,0,200.000000000000000,326,,196,,,,,,,,,,,,,,,,,,,,,,,,,,0.013354470586745,0.000013723456691
197,0,197,493,42.300220000000003,-71.104699999999994,0,200.000000000000000,327,,197,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346633145961,0.000013710312535
198,0,198,495,42.278950000000002,-71.054180000000002,0,200.000000000000000,328,,198,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343914170801,0.000013705752093
199,1,199,499,42.307519999999997,-71.076009999999997,0,200.000000000000000,331,45,199,59,Frederick Middle,270 Columbia Road,Dorchester,02121,2360,2360,Frederick Pilot Middle,Frederick MS,MS, , ,771013.999993999954313,2937930.000000000000000,,,,,,,,,,,,0.013347567329422,0.000013711879322
200,0,200,501,42.300130000000003,-71.127870000000001,0,200.000000000000000,332,,200,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346621796547,0.000013710293485
201,0,201,508,42.290570000000002,-71.168189999999996,0,200.000000000000000,336,,201,,,,,,,,,,,,,,,,,,,,,,,,,,0.013345399149022,0.000013708242644
202,0,202,511,42.272219999999997,-71.067999999999998,0,200.000000000000000,338,,202,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343054861863,0.000013704310531
203,0,203,514,42.320000000000000,-71.088499999999996,0,200.000000000000000,340,,203,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349164625075,0.000013714558553
204,0,204,518,42.342860000000002,-71.054289999999995,0,200.000000000000000,341,,204,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352093774797,0.000013719470696
205,0,205,521,42.271340000000002,-71.082490000000007,0,200.000000000000000,343,,205,,,,,,,,,,,,,,,,,,,,,,,,,,0.013342941598135,0.000013704120562
206,1,206,523,42.340400000000002,-71.073430000000002,0,200.000000000000000,345,21,206,28,Blackstone Bldg,380 Shawmut Avenue,Boston,02118,4640,4640,Blackstone Elementary,Blackstone,ES, , ,771753.999993999954313,2949480.000010000076145,,,,,,,,,,,,0.013351778571138,0.000013718942357
207,0,207,526,42.279049999999998,-71.116709999999998,0,200.000000000000000,348,,207,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343926943045,0.000013705773297
208,1,208,528,42.317970000000003,-71.082030000000003,0,200.000000000000000,350,573,208,,,435 Warren Street,,,,,,,,,,,,5541,Bridge Boston Charter School,Roxbury,BOSTON,MA,02119,Jennifer Daly,857-229-1601,617-674-0861," K, 1, 2, 3, 4",CHA,0.013348904769981,0.000013714122426
209,0,209,532,42.308360000000000,-71.122569999999996,0,200.000000000000000,351,,209,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347674841845,0.000013712059596
210,0,210,533,42.303390000000000,-71.078530000000001,0,200.000000000000000,352,,210,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347038571897,0.000013710992482
211,0,211,535,42.353209999999997,-71.074029999999993,0,200.000000000000000,354,,211,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353420861044,0.000013721696063
212,0,212,538,42.343710000000002,-71.051429999999996,0,200.000000000000000,356,,212,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352202519580,0.000013719652950
213,0,213,540,42.300989999999999,-71.114559999999997,0,200.000000000000000,357,,213,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346732138780,0.000013710478915
214,0,214,541,42.334949999999999,-71.075140000000005,0,200.000000000000000,358,,214,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351080039910,0.000013717770691
215,1,215,544,42.308880000000002,-71.102450000000005,0,200.000000000000000,359,74,215,105,Fuller Bldg,25 Glen Road,Jamaica Plain,02130,1340,1340,Community Academy,Community Acad,Special, , ,763418.969363000011072,2937847.759000000078231,,,,,,,,,,,,0.013347741332516,0.000013712171174
216,0,216,545,42.343960000000003,-71.089910000000003,0,200.000000000000000,360,,216,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352235117677,0.000013719707686
217,2,217,547,42.342829999999999,-71.073759999999993,0,200.000000000000000,361,18,217,26,Mckinley Mackey Bldg,90 Warren Avenue,Boston,02116,1291,1291,McKinley Elementary,McKinley Elem,Special,Shared, ,771460.937914000009187,2950801.811980000231415,,,,,,,,,,,,0.013352089823278,0.000013719463855
218,0,218,558,42.313330000000001,-71.095089999999999,0,200.000000000000000,365,,218,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348310611088,0.000013713125985
219,0,219,560,42.354810000000001,-71.074809999999999,0,200.000000000000000,366,,219,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353626703794,0.000013722041526
220,1,220,562,42.293660000000003,-71.062089999999998,0,200.000000000000000,367,49,220,69,Ohearn Bldg,1669 Dorchester Avenue,Dorchester,02122,4391,4391,Henderson Lower (K0-1),Henderson Lower (K0-1),K-12, , ,774609.999996999977157,2932449.999989999923855,,,,,,,,,,,,0.013345794435691,0.000013708905565
221,0,221,563,42.343600000000002,-71.091130000000007,0,200.000000000000000,368,,221,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352188666644,0.000013719630147
222,1,222,564,42.312399999999997,-71.101640000000003,0,200.000000000000000,369,114,222,,,34 Peter Parley Rd,,,,,,,,,,,,00350785,Neighborhood School,Jamaica Plain,BOSTON,MA,02130,Tricia Morrow,617-522-0880,--,"PK,K,1,2,3,4,5,6",PRI,0.013348191774854,0.000013712926785
223,0,223,565,42.369790000000002,-71.025549999999996,0,200.000000000000000,370,,223,,,,,,,,,,,,,,,,,,,,,,,,,,0.013355549016935,0.000013725264934
224,1,224,568,42.278070000000000,-71.123609999999999,0,200.000000000000000,373,120,224,,,1035 Canterbury,,,,,,,,,,,,8060,Sacred Heart Elementary,Roslindale,BOSTON,MA,02131,Monica Haldiman,617-323-2500,617-325-7151,"PK,K,1,2,3,4,5,6,7,8",PRI,0.013343801849811,0.000013705563412
225,0,225,569,42.312700000000000,-71.068430000000006,0,200.000000000000000,374,,225,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348230205811,0.000013712990888
226,0,226,573,42.359870000000001,-71.057040000000001,0,200.000000000000000,376,,226,,,,,,,,,,,,,,,,,,,,,,,,,,0.013354275627560,0.000013723129504
227,0,227,576,42.341650000000001,-71.148529999999994,0,200.000000000000000,378,,227,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351938642444,0.000013719210559
228,2,228,577,42.320010000000003,-71.059690000000003,0,200.000000000000000,379,28,228,39,Russell Bldg,750 Columbia Road,Dorchester,02125,4530,4530,Russell Elementary,Russell,ES, , ,775282.999997999984771,2942080.000000000000000,8089,Pope John Paul II Academy (Columbia Road),Dorchester,BOSTON,MA,02125,Claire Sheridan,617-265-0019,--,"PK,K,1,2,3,4,5,6,7,8",PRI,0.013349165956864,0.000013714560398
229,2,229,579,42.316369999999999,-71.082899999999995,0,200.000000000000000,380,41,229,55,Boston Latin Academy Bldg,205 Townsend Street,Boston,02121,1020,1020,Boston Latin Academy,Boston Latin Acad,6/7-12, , ,768542.714998999959789,2940506.938810000196099,5541,Bridge Boston Charter School,Roxbury,BOSTON,MA,02119,Jennifer Daly,857-229-1601,617-674-0861," K, 1, 2, 3, 4",CHA,0.013348699563209,0.000013713778144
230,0,230,583,42.342750000000002,-71.103260000000006,0,200.000000000000000,383,,230,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352079692714,0.000013719447045
231,0,231,585,42.321019999999997,-71.116569999999996,0,200.000000000000000,384,,231,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349295481123,0.000013714777832
232,0,232,586,42.318590000000000,-71.063509999999994,0,200.000000000000000,385,,232,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348984085743,0.000013714255314
233,0,233,588,42.341470000000001,-71.086510000000004,0,200.000000000000000,386,,233,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351915883919,0.000013719172477
234,0,234,589,42.280360000000002,-71.054730000000006,0,200.000000000000000,387,,234,,,,,,,,,,,,,,,,,,,,,,,,,,0.013344094180527,0.000013706054062
235,0,235,594,42.344470000000001,-71.063940000000002,0,200.000000000000000,390,,235,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352300283797,0.000013719817113
236,0,236,596,42.342030000000001,-71.087329999999994,0,200.000000000000000,391,,236,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351987583040,0.000013719292818
237,0,237,597,42.295630000000003,-71.157640000000001,0,200.000000000000000,392,,237,,,,,,,,,,,,,,,,,,,,,,,,,,0.013346046137168,0.000013709328178
238,0,238,599,42.293379999999999,-71.162549999999996,0,200.000000000000000,394,,238,,,,,,,,,,,,,,,,,,,,,,,,,,0.013345758511169,0.000013708845637
239,1,239,600,42.356020000000001,-71.069410000000005,0,200.000000000000000,395,132,239,,,67 Brimmer Street,,,,,,,,,,,,00350805,Park Street School,Boston,BOSTON,MA,02108,Tracy Bradley,617-523-7577,617-523-7576,"K,1,2,3,4,7",PRI,0.013353781835646,0.000013722301593
240,0,240,608,42.314120000000003,-71.046869999999998,0,200.000000000000000,401,,240,,,,,,,,,,,,,,,,,,,,,,,,,,0.013348411868581,0.000013713295767
241,0,241,609,42.337670000000003,-71.149839999999998,0,200.000000000000000,402,,241,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351428450523,0.000013718355216
242,2,242,613,42.344299999999997,-71.074489999999997,0,200.000000000000000,403,18,242,26,Mckinley Mackey Bldg,90 Warren Avenue,Boston,02116,1291,1291,McKinley Elementary,McKinley Elem,Special,Shared, ,771460.937914000009187,2950801.811980000231415,,,,,,,,,,,,0.013352278333649,0.000013719780188
243,0,243,614,42.273260000000001,-71.064099999999996,0,200.000000000000000,404,,243,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343187650783,0.000013704533222
244,0,244,616,42.336489999999998,-71.076989999999995,0,200.000000000000000,405,,244,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351277565612,0.000013718102344
245,1,245,620,42.331049999999998,-71.080889999999997,0,200.000000000000000,407,168,245,,,2179 Washington Street,,,,,,,,,,,,5101,City On A Hill Charter Public School - Dudley Square,Roxbury,BOSTON,MA,02119,Sonya Pratt,617-516-5888,617-445-9153,"9,10,11,12",CHA,0.013350579701164,0.000013716931277
246,0,246,622,42.272900000000000,-71.143709999999999,0,200.000000000000000,409,,246,,,,,,,,,,,,,,,,,,,,,,,,,,0.013343141372020,0.000013704455712
247,0,247,623,42.346100000000000,-71.152450000000002,0,200.000000000000000,410,,247,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352509296830,0.000013720167686
248,0,248,626,42.349290000000003,-71.100589999999997,0,200.000000000000000,413,,248,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352918368296,0.000013720853419
249,0,249,627,42.304169999999999,-71.082380000000001,0,200.000000000000000,414,,249,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347138713754,0.000013711160649
250,0,250,628,42.334780000000002,-71.084590000000006,0,200.000000000000000,415,,250,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351057923410,0.000013717733480
251,0,251,629,42.324919999999999,-71.098330000000004,0,200.000000000000000,416,,251,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349794999251,0.000013715615819
252,0,252,631,42.329259999999998,-71.110929999999996,0,200.000000000000000,418,,252,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350350606297,0.000013716547357
253,0,253,633,42.291429999999998,-71.057190000000006,0,200.000000000000000,419,,253,,,,,,,,,,,,,,,,,,,,,,,,,,0.013345509373366,0.000013708427764
254,2,254,634,42.334009999999999,-71.048770000000005,0,200.000000000000000,420,31,254,34,Gavin Bldg,215 Dorchester Street,South Boston,02127,2450,2450,UP Academy Boston,UP Academy Boston,MS, , ,777724.000000000000000,2946900.000000000000000, ,Julie's Family Learning Program,South Boston,BOSTON,MA,02127,Robert Monahan,617-269-6663,--,"PK, K",PRI,0.013350959121538,0.000013717567882
255,1,255,636,42.276110000000003,-71.093509999999995,0,200.000000000000000,421,974,255,,,37 Babson Street,,,,,,,,,,,,5481,KIPP Academy Boston,Mattapan,BOSTON,MA,02126,Emily Hepler,617-238-7300,617-652-7461,"K,1,2,3,4,5,6,7,8",CHA,0.013343551077477,0.000013705142472
256,0,256,644,42.329050000000002,-71.075019999999995,0,200.000000000000000,425,,256,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350324089340,0.000013716502974
257,0,257,645,42.307600000000001,-71.089070000000007,0,200.000000000000000,426,,257,,,,,,,,,,,,,,,,,,,,,,,,,,0.013347577289015,0.000013711895979
258,1,258,647,42.342399999999998,-71.140429999999995,0,200.000000000000000,427,103,258,141,Baldwin Bldg,121 Corey Road,Brighton,02135,4621,4621,Baldwin ELPA,Baldwin ELPA,ELC, , ,753354.609161000000313,2949869.275559999980032,,,,,,,,,,,,0.013352035288306,0.000013719372816
259,1,259,648,42.340820000000001,-71.067790000000002,0,200.000000000000000,428,99,259,,,74 Union Park,,,,,,,,,,,,8027,Cathedral High,Boston,BOSTON,MA,02118,Christol Murch,617-542-2325,617-542-1745,"9,10,11,12",PRI,0.013351831930081,0.000013719031446
260,0,260,650,42.372909999999997,-71.035280000000000,0,200.000000000000000,429,,260,,,,,,,,,,,,,,,,,,,,,,,,,,0.013355949522472,0.000013725936535
261,1,261,654,42.309579999999997,-71.073149999999998,0,200.000000000000000,431,45,261,59,Frederick Middle,270 Columbia Road,Dorchester,02121,2360,2360,Frederick Pilot Middle,Frederick MS,MS, , ,771013.999993999954313,2937930.000000000000000,,,,,,,,,,,,0.013347830786375,0.000013712321128
262,1,262,656,42.339619999999996,-71.072500000000005,0,200.000000000000000,433,21,262,28,Blackstone Bldg,380 Shawmut Avenue,Boston,02118,4640,4640,Blackstone Elementary,Blackstone,ES, , ,771753.999993999954313,2949480.000010000076145,,,,,,,,,,,,0.013351678328218,0.000013718773889
263,2,263,658,42.350859999999997,-71.082750000000004,0,200.000000000000000,434,112,263,,,247 Marlborough Street,,,,,,,,,,,,00350794,The Newman School,Boston,BOSTON,MA,02116,John Colahan,617-267-4530,617-267-7070,"9,10,11,12",PRI,0.013353119330176,0.000013721190375
264,0,264,660,42.320729999999998,-71.081710000000001,0,200.000000000000000,436,,264,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349258107133,0.000013714715023
265,0,265,662,42.340699999999998,-71.048609999999996,0,200.000000000000000,437,,265,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351816600058,0.000013719005862
266,1,266,667,42.326689999999999,-71.071479999999994,0,200.000000000000000,440,22,266,31,Mason Bldg,150 Norfolk Avenue,Roxbury,02119,4121,4121,Mason Elementary,Mason,ES, , ,772085.999994999961928,2944190.000000000000000,,,,,,,,,,,,0.013350021844296,0.000013715995950
267,0,267,670,42.340310000000002,-71.063869999999994,0,200.000000000000000,441,,267,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351766910590,0.000013718922588
268,0,268,673,42.342599999999997,-71.153850000000006,0,200.000000000000000,443,,268,,,,,,,,,,,,,,,,,,,,,,,,,,0.013352060575377,0.000013719415072
269,1,269,675,42.323390000000003,-71.089600000000004,0,200.000000000000000,444,153,269,,,58 Circuit Street,,,,,,,,,,,,5100,City On A Hill Charter Public School - Circuit Street,Roxbury,BOSTON,MA,02119,Cristin Berry,617-445-1515,617-445-9153,"9,10,11,12",CHA,0.013349599055882,0.000013715287201
270,1,270,676,42.326749999999997,-71.111279999999994,0,200.000000000000000,445,155,270,,,161 South Huntington Ave,,,,,,,,,,,,00350791,The Knight Children's Center,Jamaica Plain,BOSTON,MA,02130,Pamela M Nolan,617-264-5349,617-232-7925,"2,3,4,5,6,7,8,9",SPE,0.013350029067813,0.000013716008028
271,0,271,677,42.319569999999999,-71.098360000000000,0,200.000000000000000,446,,271,,,,,,,,,,,,,,,,,,,,,,,,,,0.013349109771310,0.000013714466275
272,0,272,680,42.357160000000000,-71.152979999999999,0,200.000000000000000,449,,272,,,,,,,,,,,,,,,,,,,,,,,,,,0.013353928086629,0.000013722546824
273,0,273,681,42.333570000000002,-71.073409999999996,0,200.000000000000000,450,,273,,,,,,,,,,,,,,,,,,,,,,,,,,0.013350902677201,0.000013717473227
274,0,274,684,42.340919999999997,-71.150409999999994,0,200.000000000000000,452,,274,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351844801177,0.000013719053150
275,0,275,686,42.341110000000000,-71.056349999999995,0,200.000000000000000,453,,275,,,,,,,,,,,,,,,,,,,,,,,,,,0.013351869404980,0.000013719094293
