OBJECTID,Join_Count,TARGET_FID,Row_Labels,Average_of,Average__1,comm,ind,BUFF_DIST,ORIG_FID,OBJECTID_1,AUN,SCHOOL_NUM,LOCATION_I,SCHOOL_NAM,SCHOOL_N_1,STREET_ADD,ZIP_CODE,PHONE_NUMB,ACTIVE,GRADE_LEVE,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECI,Shape_Length,Shape_Area
1023,3,1023,1555,39.939760000000000,-75.164150000000006,0,1,400.000000000000000,1022,1023,126515001,7904,2620,ACADEMY AT PALUMBO,Academy at Palumbo,1100 CATHARINE ST,19147,215-400-8130, ,HIGH,9-12,1060,1,District,0.026128565907181,0.000052949800276
1024,3,1024,1557,39.941020000000002,-75.174279999999996,0,0,400.000000000000000,1023,1024,226510071, , ,Philadelphia Free School,Phila Free School,2001 Christian St,19146,(215)218-9586,O,Elem/Mid/High,pre K-12, ,3,Private,0.026128849740711,0.000052950760518
1025,2,1025,1558,39.967350000000003,-75.175399999999996,0,0,400.000000000000000,1024,1025,126515001,3618,2210,BACHE-MARTIN SCHOOL,Bache-Martin School,2201 BROWN ST,19130,215-400-7550, ,ELEMENTARYMIDDLE,K-8,463,1,District,0.026134784279836,0.000052970827348
1026,1,1026,1559,39.956589999999998,-75.151309999999995,1,0,400.000000000000000,1025,1026,226512352, , ,Holy Redeemer School,Holy Redeemer School,903-27 VINE ST,19107,215-922-0999,O,Elem/Middle,K-8, ,3,Archdiocese,0.026132357883958,0.000052962622447
1027,1,1027,1560,40.044930000000001,-75.231139999999996,1,0,400.000000000000000,1026,1027,126510005,7748,3365,GREEN WOODS CHARTER SCHOOL,Green Woods Charter School,468 DOMINO LANE,19128,215-482-6337, ,Elem/Middle,K-8, ,2,Charter,0.026152318739985,0.000053030107440
1028,4,1028,1561,39.954400000000000,-75.171360000000007,1,0,400.000000000000000,1027,1028,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026131864299409,0.000052960953659
1029,0,1029,1562,39.921990000000001,-75.188839999999999,0,1,400.000000000000000,1028,1029,,,,,,,,,,,,,,,0.026124565589922,0.000052936272904
1030,2,1030,1563,39.937269999999998,-75.148520000000005,0,0,400.000000000000000,1029,1030,126515001,3649,2380,"MEREDITH, WILLIAM M. SCHOOL",William M. Meredith School,725 S 5TH ST,19147,215-400-7990, ,ELEMENTARYMIDDLE,K-8,573,1,District,0.026128005243237,0.000052947904342
1031,3,1031,1564,39.940429999999999,-75.169539999999998,0,0,400.000000000000000,1030,1031,126515001,6996,2020,CREATIVE AND PERFORMING ARTS,High School for Creative and Performing Arts School,901 S BROAD ST,19147,215-400-8140, ,HIGH,09-12,747,1,District,0.026128716810255,0.000052950310905
1032,1,1032,1565,39.990859999999998,-75.155220000000000,0,1,400.000000000000000,1031,1032,126510013,7776,3370,KIPP PHILADELPHIA CHARTER,KIPP Philadelphia Charter School,2539 N 16TH ST,19132,267-758-2630, ,Elem/Middle,K-8, ,2,Charter,0.026140090377988,0.000052988767533
1033,4,1033,1567,39.945140000000002,-75.150040000000004,0,0,400.000000000000000,1032,1033,226519162, , ,St Peters School,St Peters School,311-21 LOMBARD ST,19147,(215) 925-3963,O,Elem/Middle,pre K-8, ,3,Private,0.026129777665585,0.000052953898155
1034,0,1034,1568,39.998800000000003,-75.131249999999994,0,1,400.000000000000000,1033,1034,,,,,,,,,,,,,,,0.026141883912604,0.000052994831379
1035,3,1035,1569,39.955260000000003,-75.211680000000001,0,0,400.000000000000000,1034,1035,226519902, , ,West Catholic Preparatory High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,O,High School,9-12, ,3,Archdiocese,0.026132058481994,0.000052961611010
1036,2,1036,1570,39.952359999999999,-75.154929999999993,1,0,400.000000000000000,1035,1036,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.026131404467386,0.000052959398722
1037,3,1037,1572,39.956569999999999,-75.209729999999993,1,0,400.000000000000000,1036,1037,226519902, , ,West Catholic Preparatory High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,O,High School,9-12, ,3,Archdiocese,0.026132353655944,0.000052962608586
1038,3,1038,1573,39.973820000000003,-75.139949999999999,0,0,400.000000000000000,1037,1038,226510132, , ,Al-Aqsa Islamic School,Al-Aqsa Islamic Academy,1501-11 GERMANTOWN AVE,19122,215) 765-6660,O,Elem/Mid/High,K-12, ,3,Private,0.026136243760012,0.000052975762248
1039,1,1039,1574,39.978879999999997,-75.118610000000004,1,0,400.000000000000000,1038,1039,326514352, , ,Merakey Education Center- Phila,Merakey Education Center- Phila,2343 E Tucker St,19125,(215)423-0390, ,Special Center, , ,3,Private,0.026137385804753,0.000052979623583
1040,0,1040,1575,39.949219999999997,-75.199529999999996,0,0,400.000000000000000,1039,1040,,,,,,,,,,,,,,,0.026130696966251,0.000052957006566
1041,2,1041,1576,39.958210000000001,-75.235510000000005,0,0,400.000000000000000,1040,1041,126515001,5185,1290,"HAMILTON, ANDREW SCHOOL",Andrew Hamilton School,5640 SPRUCE ST,19139,215-400-7650, ,ELEMENTARYMIDDLE,K-08,499,1,District,0.026132723096241,0.000052963857326
1042,1,1042,1577,40.029429999999998,-75.056120000000007,1,0,400.000000000000000,1041,1042,226519422, , ,Blessed Trinity Regional Catholic School,Blessed Trinity Regional Cath Sch,3001 LEVICK ST,19149,(215) 338-9797,O,Elem/Middle,1-8, ,3,Archdiocese,0.026148809905646,0.000053018246350
1043,3,1043,1580,39.968499999999999,-75.175150000000002,0,0,400.000000000000000,1042,1043,126515001,3618,2210,BACHE-MARTIN SCHOOL,Bache-Martin School,2201 BROWN ST,19130,215-400-7550, ,ELEMENTARYMIDDLE,K-8,463,1,District,0.026135043718551,0.000052971704533
1044,2,1044,1582,39.959339999999997,-75.220960000000005,0,0,400.000000000000000,1043,1044,226514112, , ,Mill Creek School,Mill Creek Sch,111 N 49TH ST,19139,215-471-4900 ,O,High School,7-12, ,3,Private,0.026132977913580,0.000052964719070
1045,4,1045,1583,39.941820000000000,-75.150769999999994,0,0,400.000000000000000,1044,1045,226519162, , ,St Peters School,St Peters School,311-21 LOMBARD ST,19147,(215) 925-3963,O,Elem/Middle,pre K-8, ,3,Private,0.026129030060927,0.000052951370324
1046,3,1046,1584,39.979100000000003,-75.161130000000000,0,0,400.000000000000000,1045,1046,0, ,3374,Alliance for Progress Charter School (Annex),Alliance CS (Annex),1630-32 N 16th St,19121,(215) 232-4892,O,Elementary School,4-8, ,2,Charter,0.026137435135950,0.000052979789876
1047,2,1047,1585,39.949550000000002,-75.165949999999995,1,0,400.000000000000000,1046,1047,300518760, , ,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,O,High School,9-12, ,3,Private,0.026130771454772,0.000052957258651
1048,1,1048,1587,39.982439999999997,-75.100989999999996,1,1,400.000000000000000,1047,1048,226514552, , ,Our Lady of Port Richmond School,Our Lady of Port Richmond Sch,2639 E ALLEGHENY AVE,19134,(215) 739-1920,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026138189071999,0.000052982339252
1049,1,1049,1588,39.947789999999998,-75.229460000000003,0,1,400.000000000000000,1048,1049,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",Avery D. Harrington School,5300 BALTIMORE AVE,19143,215-400-7920, ,ELEMENTARYMIDDLE,K-8,477,1,District,0.026130374897290,0.000052955917778
1050,4,1050,1589,39.956840000000000,-75.167599999999993,1,0,400.000000000000000,1049,1050,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026132414383246,0.000052962814248
1051,4,1051,1591,39.941929999999999,-75.158820000000006,0,0,400.000000000000000,1050,1051,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.026129054697545,0.000052951453458
1052,4,1052,1596,39.939570000000003,-75.162589999999994,0,1,400.000000000000000,1051,1052,126515001,7904,2620,ACADEMY AT PALUMBO,Academy at Palumbo,1100 CATHARINE ST,19147,215-400-8130, ,HIGH,9-12,1060,1,District,0.026128523328058,0.000052949656448
1053,1,1053,1597,39.994940000000000,-75.187269999999998,0,0,400.000000000000000,1052,1053,126515001,5292,4440,"ALLEN, DR. ETHEL SCHOOL",Dr. Ethel Allen School,3200 W LEHIGH AVE,19132,215-400-7040, ,ELEMENTARYMIDDLE,K-8,443,1,District,0.026141011582762,0.000052991881888
1054,0,1054,1600,39.929749999999999,-75.192040000000006,0,0,400.000000000000000,1053,1054,,,,,,,,,,,,,,,0.026126311876994,0.000052942178308
1055,0,1055,1601,39.948169999999998,-75.174329999999998,0,0,400.000000000000000,1054,1055,,,,,,,,,,,,,,,0.026130460441600,0.000052956206935
1056,5,1056,1602,39.943019999999997,-75.152119999999996,0,0,400.000000000000000,1055,1056,226519162, , ,St Peters School,St Peters School,311-21 LOMBARD ST,19147,(215) 925-3963,O,Elem/Middle,pre K-8, ,3,Private,0.026129300184203,0.000052952283824
1057,3,1057,1603,39.991810000000001,-75.186380000000000,0,0,400.000000000000000,1056,1057,126515001,7255,4140,STRAWBERRY MANSION HIGH SCHOOL,Strawberry Mansion High School,3133 RIDGE AVE,19121,215-400-7500, ,HIGH,10-12,169,1,District,0.026140304933788,0.000052989493068
1058,2,1058,1604,39.958320000000001,-75.152029999999996,0,0,400.000000000000000,1057,1058,226512352, , ,Holy Redeemer School,Holy Redeemer School,903-27 VINE ST,19107,215-922-0999,O,Elem/Middle,K-8, ,3,Archdiocese,0.026132748223155,0.000052963942925
1059,0,1059,1605,39.954200000000000,-75.146429999999995,1,0,400.000000000000000,1058,1059,,,,,,,,,,,,,,,0.026131819305769,0.000052960801812
1060,0,1060,1608,39.946080000000002,-75.176760000000002,0,0,400.000000000000000,1059,1060,,,,,,,,,,,,,,,0.026129989470605,0.000052954614517
1061,1,1061,1609,39.944659999999999,-75.165270000000007,1,0,400.000000000000000,1060,1061,126513510,7683,3341,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,1600 LOMBARD ST,19146,215-238-8000, ,Elem/Middle,K-8, ,2,Charter,0.026129669421458,0.000052953531943
1062,1,1062,1610,39.977179999999997,-75.265429999999995,0,0,400.000000000000000,1061,1062,126515001,7810,4320,"LAMBERTON,ROBERT E ELEMENTARY",Robert E. Lamberton School,7501 WOODBINE AVE,19151,215-400-7530, ,ELEMENTARYMIDDLE,K-8,502,1,District,0.026137002066456,0.000052978326145
1063,1,1063,1611,40.027580000000000,-75.099180000000004,0,0,400.000000000000000,1062,1063,0, ,3290,EXCEL ACADEMY SOUTH,Excel Academy South,4641 ROOSEVELT BLVD,19124,215-904-6254, ,High School,9-12, ,1,Contracted,0.026148391157590,0.000053016830875
1064,0,1064,1612,39.959859999999999,-75.224909999999994,1,0,400.000000000000000,1063,1064,,,,,,,,,,,,,,,0.026133095299011,0.000052965116696
1065,2,1065,1613,39.945760000000000,-75.166780000000003,1,0,400.000000000000000,1064,1065,226511132, , ,The City School,The City School,910 N 6th St,19103,(215) 731-1930,O,Middle/High,6-12, ,3,Private,0.026129917484303,0.000052954370862
1066,1,1066,1614,39.957670000000000,-75.206080000000000,1,0,400.000000000000000,1065,1066,126515001,7780,1050,"ROBESON, PAUL HIGH SCHOOL",Paul Robeson High School for Human Services,4125 LUDLOW ST,19104,215-400-7780, ,HIGH,09-12,307,1,District,0.026132601412052,0.000052963446345
1067,2,1067,1616,39.924720000000001,-75.159379999999999,0,0,400.000000000000000,1066,1067,226519042, , ,St Anthony of Padua Regional Catholic School,St Anthony of Padua,913 Pierce Street,19148,(215)468-0353,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026125179820045,0.000052938350179
1068,1,1068,1617,39.950150000000001,-75.145679999999999,0,0,400.000000000000000,1067,1068,126510002,7678,3361,MASTERY CHARTER-LENFEST CAMPUS,Mastery Charter School at Lenfest,35 S 4TH ST,19106,215-922-1902, ,Middle/High,7-12, ,2,Charter,0.026130906360226,0.000052957714529
1069,2,1069,1618,39.944740000000003,-75.146879999999996,0,0,400.000000000000000,1068,1069,226519162, , ,St Peters School,St Peters School,311-21 LOMBARD ST,19147,(215) 925-3963,O,Elem/Middle,pre K-8, ,3,Private,0.026129687592892,0.000052953593507
1070,3,1070,1619,39.924610000000001,-75.181430000000006,0,0,400.000000000000000,1069,1070,126515001,7664,2410,GIRARD ACADEMIC MUSIC PROGRAM,Girard Academic Music Program,2136 W RITNER ST,19145,215-400-8230, ,MIDDLEHIGH,05-12,620,1,District,0.026125155002642,0.000052938265689
1071,2,1071,1621,39.913370000000000,-75.165080000000003,0,0,400.000000000000000,1070,1071,126515001,7226,2190,"FELL, D. NEWLIN SCHOOL",D. Newlin Fell School,900 W OREGON AVE,19148,215-400-8260, ,ELEMENTARYMIDDLE,K-8,569,1,District,0.026122626533643,0.000052929715557
1072,1,1072,1622,39.977269999999997,-75.158180000000002,1,0,400.000000000000000,1071,1072,0, ,3374,Alliance for Progress Charter School (Annex),Alliance CS (Annex),1630-32 N 16th St,19121,(215) 232-4892,O,Elementary School,4-8, ,2,Charter,0.026137022385844,0.000052978394839
1073,3,1073,1623,39.933850000000000,-75.194400000000002,0,0,400.000000000000000,1072,1073,226517702, , ,St Gabriel School,St Gabriel School,1432 S  29TH ST,19146,215-468-7230,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026127234806236,0.000052945299170
1074,1,1074,1624,39.948490000000000,-75.157390000000007,1,0,400.000000000000000,1073,1074,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.026130532412404,0.000052956449903
1075,1,1075,1625,39.944200000000002,-75.161580000000001,0,0,400.000000000000000,1074,1075,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.026129565805431,0.000052953181293
1076,4,1076,1628,39.942019999999999,-75.167590000000004,0,0,400.000000000000000,1075,1076,126515001,6996,2020,CREATIVE AND PERFORMING ARTS,High School for Creative and Performing Arts School,901 S BROAD ST,19147,215-400-8140, ,HIGH,09-12,747,1,District,0.026129074863331,0.000052951521816
1077,1,1077,1629,39.962240000000001,-75.242649999999998,0,0,400.000000000000000,1076,1077,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.026133631917944,0.000052966930922
1078,0,1078,1631,39.974570000000000,-75.183459999999997,0,0,400.000000000000000,1077,1078,,,,,,,,,,,,,,,0.026136413068365,0.000052976334342
1079,3,1079,1633,39.956780000000002,-75.155580000000000,1,0,400.000000000000000,1078,1079,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.026132401201109,0.000052962769900
1080,1,1080,1634,39.927669999999999,-75.166060000000002,0,0,400.000000000000000,1079,1080,226518692, , ,SS John Neumann and Maria Goretti Catholic High School,SS John Neumann & Maria Goretti Catholic HS,1736 S 10TH ST,19148,(215) 465-8437,O,High School,9-12, ,3,Archdiocese,0.026125844081303,0.000052940596346
1081,1,1081,1635,39.961419999999997,-75.234840000000005,1,0,400.000000000000000,1080,1081,226510039, , ,63rd St Multicultural Academy of Academic Excellence,63rd St Multicultural Academy of Academic Excellence,5828 Market St,19131,(215) 240-6721, ,Elem/Mid/High,Pre K-12, ,3,Private,0.026133447094485,0.000052966306031
1082,1,1082,1636,39.962280000000000,-75.244749999999996,0,0,400.000000000000000,1081,1082,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.026133641198418,0.000052966962451
1083,0,1083,1637,39.912030000000001,-75.150490000000005,1,0,400.000000000000000,1082,1083,,,,,,,,,,,,,,,0.026122324725703,0.000052928694710
1084,3,1084,1638,39.924250000000001,-75.176299999999998,0,0,400.000000000000000,1083,1084,0, , ,St Monica Junior School (Annex),St Monica Jr,1700 RITNER ST,19145,215-334-3777,O,Elem/Middle,pre K-5, ,3,Archdiocese,0.026125074169060,0.000052937992433
1085,3,1085,1639,39.995429999999999,-75.141509999999997,0,1,400.000000000000000,1084,1085,126515001,7175,5170,"DEBURGOS, J. ELEMENTARY",Julia de Burgos School,401 W LEHIGH AVE,19133,215-400-7080, ,ELEMENTARYMIDDLE,K-8,915,1,District,0.026141122589313,0.000052992257605
1086,2,1086,1640,39.920220000000000,-75.157160000000005,0,0,400.000000000000000,1085,1086,126515001,7228,2540,"KEY, FRANCIS SCOTT SCHOOL",Francis S. Key School,2230 S 8TH ST,19148,215-400-8250, ,ELEMENTARY,K-6,460,1,District,0.026124167435720,0.000052934926663
1087,3,1087,1641,39.947319999999998,-75.147930000000002,1,0,400.000000000000000,1086,1087,226518902, , ,St Marys Interparochial School,St. Mary's Interparochial Sch,440 Locust Street,19106,215-923-7522,O,Elem/Middle,K-8, ,3,Archdiocese,0.026130268847784,0.000052955559227
1088,2,1088,1642,39.952269999999999,-75.162390000000002,1,0,400.000000000000000,1087,1088,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.026131384341282,0.000052959330753
1089,5,1089,1644,39.938960000000002,-75.154629999999997,0,0,400.000000000000000,1088,1089,0, ,3369,Christopher Columbus Charter School (Annex),Christopher Columbus CS (Annex),1242 S 13th St,19147,215-925-7400,O,Elementary School,5-8, ,2,Charter,0.026128385924152,0.000052949192131
1090,2,1090,1645,39.987420000000000,-75.232410000000002,0,0,400.000000000000000,1089,1090,0, ,3327,Laboratory Charter School of Communications/Design (Annex),Laboratory CS of Comm/Design (Annex),5339 Lebanon Ave,19131,215-877-9880,O,Elem/Middle,5-8, ,2,Charter,0.026139313377938,0.000052986140618
1091,0,1091,1647,39.946739999999998,-75.174639999999997,0,0,400.000000000000000,1090,1091,,,,,,,,,,,,,,,0.026130138070411,0.000052955116701
1092,3,1092,1648,39.958689999999997,-75.167169999999999,1,0,400.000000000000000,1091,1092,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026132831281900,0.000052964223416
1093,2,1093,1649,39.954009999999997,-75.168210000000002,1,0,400.000000000000000,1092,1093,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026131776221661,0.000052960655678
1094,1,1094,1652,39.927759999999999,-75.166780000000003,0,0,400.000000000000000,1093,1094,226518692, , ,SS John Neumann and Maria Goretti Catholic High School,SS John Neumann & Maria Goretti Catholic HS,1736 S 10TH ST,19148,(215) 465-8437,O,High School,9-12, ,3,Archdiocese,0.026125864071358,0.000052940664318
1095,2,1095,1654,39.938270000000003,-75.170010000000005,0,1,400.000000000000000,1094,1095,126515001,3635,2450,"STANTON, EDWIN M. SCHOOL",Edwin M. Stanton School,901 S 17TH ST,19146,215-400-7960, ,ELEMENTARYMIDDLE,K-08,305,1,District,0.026128230480295,0.000052948666352
1096,1,1096,1655,39.962629999999997,-75.244680000000002,0,0,400.000000000000000,1095,1096,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.026133719979913,0.000052967228553
1097,3,1097,1656,39.972799999999999,-75.216340000000002,0,1,400.000000000000000,1096,1097,226515392, , ,Quba Institute of Arabic & Islamic Studies,Quba Ins of Arabic & Islamic Studies,4637 LANCASTER AVE,19131,(215) 473-8589,O,Elem/Middle,pre K-8, ,3,Private,0.026136013229163,0.000052974982295
1098,3,1098,1657,39.943530000000003,-75.148769999999999,0,0,400.000000000000000,1097,1098,226519162, , ,St Peters School,St Peters School,311-21 LOMBARD ST,19147,(215) 925-3963,O,Elem/Middle,pre K-8, ,3,Private,0.026129414862905,0.000052952671220
1099,1,1099,1659,39.931829999999998,-75.159430000000000,1,0,400.000000000000000,1098,1099,126515001,3647,2580,"KIRKBRIDE, ELIZA B. SCHOOL",Eliza B. Kirkbride School,1501 S 7TH ST,19147,215-400-7980, ,ELEMENTARYMIDDLE,K-8,553,1,District,0.026126780170228,0.000052943762023
1100,2,1100,1663,39.958640000000003,-75.214140000000000,0,0,400.000000000000000,1099,1100,226519902, , ,West Catholic Preparatory High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,O,High School,9-12, ,3,Archdiocese,0.026132820184598,0.000052964186258
1101,0,1101,1666,39.954850000000000,-75.151150000000001,1,0,400.000000000000000,1100,1101,,,,,,,,,,,,,,,0.026131965741312,0.000052961296679
1102,0,1102,1667,39.948689999999999,-75.192909999999998,1,0,400.000000000000000,1101,1102,,,,,,,,,,,,,,,0.026130577548270,0.000052956602838
1103,4,1103,1668,39.957470000000001,-75.169759999999997,1,0,400.000000000000000,1102,1103,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026132556500271,0.000052963294481
1104,1,1104,1670,39.955030000000001,-75.152730000000005,1,0,400.000000000000000,1103,1104,226512352, , ,Holy Redeemer School,Holy Redeemer School,903-27 VINE ST,19107,215-922-0999,O,Elem/Middle,K-8, ,3,Archdiocese,0.026132006379117,0.000052961434287
1105,0,1105,1673,39.951470000000000,-75.200749999999999,0,0,400.000000000000000,1104,1105,,,,,,,,,,,,,,,0.026131203705600,0.000052958719781
1106,3,1106,1674,39.924570000000003,-75.174610000000001,0,1,400.000000000000000,1105,1106,226510009, , ,True Gospel Tabernacle Learning Center,True Gospel Tabernacle Lrn Ctr,1900 S 16TH ST,19145,(215) 334-3343,O,Elementary School,pre K-4, ,3,Private,0.026125146096977,0.000052938236064
1107,3,1107,1676,39.958430000000000,-75.171469999999999,0,0,400.000000000000000,1106,1107,226512852, , ,John W Hallahan Girls School,John W Hallahan Girls Sch,319 N 19TH ST,19103,(215) 563-8930,O,High School,9-12, ,3,Archdiocese,0.026132772460453,0.000052964024474
1108,1,1108,1677,39.987810000000003,-75.092070000000007,0,1,400.000000000000000,1107,1108,226517752, , ,St George School,St George School,2700 E VENANGO ST,19134,(215) 634-8803,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026139401665524,0.000052986439453
1109,2,1109,1678,39.982720000000000,-75.153160000000000,0,0,400.000000000000000,1108,1109,126515001,3687,5250,"DUNBAR, PAUL L. SCHOOL",Paul L. Dunbar School,1750 N 12TH ST,19122,215-400-7410, ,ELEMENTARYMIDDLE,K-8,266,1,District,0.026138252203096,0.000052982552605
1110,1,1110,1679,39.955849999999998,-75.144450000000006,0,0,400.000000000000000,1109,1110,0, ,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,215-567-2410, ,High School,9-12, ,1,Contracted,0.026132191092716,0.000052962058723
1111,1,1111,1680,39.934100000000001,-75.149220000000000,0,0,400.000000000000000,1110,1111,126515001,3659,2720,VARE-WASHINGTON ELEMENTARY,Vare-Washington School,1198 S 5TH ST,19147,215-400-8120, ,ELEMENTARYMIDDLE,K-8,369,1,District,0.026127291430781,0.000052945490942
1112,1,1112,1681,39.976360000000000,-75.264070000000004,0,0,400.000000000000000,1111,1112,126515001,7810,4320,"LAMBERTON,ROBERT E ELEMENTARY",Robert E. Lamberton School,7501 WOODBINE AVE,19151,215-400-7530, ,ELEMENTARYMIDDLE,K-8,502,1,District,0.026136816908936,0.000052977699710
1113,2,1113,1682,39.945070000000001,-75.176990000000004,0,0,400.000000000000000,1112,1113,226510071, , ,Philadelphia Free School,Phila Free School,2001 Christian St,19146,(215)218-9586,O,Elem/Mid/High,pre K-12, ,3,Private,0.026129762031171,0.000052953844938
1114,3,1114,1684,39.949820000000003,-75.161950000000004,1,0,400.000000000000000,1113,1114,300518760, , ,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,O,High School,9-12, ,3,Private,0.026130832291186,0.000052957464463
1115,3,1115,1685,39.937600000000003,-75.164619999999999,1,1,400.000000000000000,1114,1115,126515001,7904,2620,ACADEMY AT PALUMBO,Academy at Palumbo,1100 CATHARINE ST,19147,215-400-8130, ,HIGH,9-12,1060,1,District,0.026128079334499,0.000052948155082
1116,0,1116,1686,39.976370000000003,-75.119759999999999,1,0,400.000000000000000,1115,1116,,,,,,,,,,,,,,,0.026136819266413,0.000052977707862
1117,1,1117,1688,39.953249999999997,-75.181860000000000,1,0,400.000000000000000,1116,1117,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,2200 CHESTNUT ST,19103,215-400-7810, ,ELEMENTARYMIDDLE,K-08,665,1,District,0.026131605221608,0.000052960078060
1118,0,1118,1689,39.902979999999999,-75.154730000000001,0,1,400.000000000000000,1117,1118,,,,,,,,,,,,,,,0.026120290531086,0.000052921815379
1119,1,1119,1690,39.948979999999999,-75.227180000000004,0,0,400.000000000000000,1118,1119,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",Avery D. Harrington School,5300 BALTIMORE AVE,19143,215-400-7920, ,ELEMENTARYMIDDLE,K-8,477,1,District,0.026130642686252,0.000052956822823
1120,2,1120,1691,39.945650000000001,-75.173270000000002,0,0,400.000000000000000,1119,1120,226511132, , ,The City School,The City School,910 N 6th St,19103,(215) 731-1930,O,Middle/High,6-12, ,3,Private,0.026129892660092,0.000052954286730
1121,0,1121,1693,39.960020000000000,-75.224710000000002,1,0,400.000000000000000,1120,1121,,,,,,,,,,,,,,,0.026133131243660,0.000052965237747
1122,2,1122,1694,39.929949999999998,-75.183819999999997,0,0,400.000000000000000,1121,1122,126515001,3629,2370,"MCDANIEL, DELAPLAINE SCHOOL",Delaplaine McDaniel School,1801 S 22ND ST,19145,215-400-8220, ,ELEMENTARYMIDDLE,K-8,377,1,District,0.026126357144179,0.000052942331599
1123,0,1123,1696,39.910600000000002,-75.172860000000000,0,0,400.000000000000000,1122,1123,,,,,,,,,,,,,,,0.026122003517060,0.000052927608327
1124,0,1124,1697,39.936680000000003,-75.187309999999997,1,1,400.000000000000000,1123,1124,,,,,,,,,,,,,,,0.026127872049162,0.000052947453952
1125,4,1125,1698,39.952300000000001,-75.175409999999999,1,0,400.000000000000000,1124,1125,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,2200 CHESTNUT ST,19103,215-400-7810, ,ELEMENTARYMIDDLE,K-08,665,1,District,0.026131390898579,0.000052959352530
1126,4,1126,1700,39.958520000000000,-75.170469999999995,0,0,400.000000000000000,1125,1126,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026132793436688,0.000052964095814
1127,4,1127,1702,39.941160000000004,-75.160619999999994,0,0,400.000000000000000,1126,1127,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.026128881032920,0.000052950865950
1128,1,1128,1710,39.947180000000003,-75.178160000000005,0,0,400.000000000000000,1127,1128,226515462, , ,Philadelphia School,Phila School,2501-29 LOMBARD ST,19146,(215) 545-5323,O,Elem/Middle,pre K-8, ,3,Private,0.026130237577729,0.000052955453250
