OBJECTID,Join_Count,TARGET_FID,Row_Labels,Average_of,Average__1,comm,ind,BUFF_DIST,ORIG_FID,OBJECTID_1,AUN,SCHOOL_NUM,LOCATION_I,SCHOOL_NAM,SCHOOL_N_1,STREET_ADD,ZIP_CODE,PHONE_NUMB,ACTIVE,GRADE_LEVE,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECI,Shape_Length,Shape_Area
628,5,628,959,39.949249999999999,-75.211269999999999,0,0,400.000000000000000,627,628,226515682, , ,Faith Connection Christian Academy,Faith Connection Christian Acad,4524 Baltimore Ave,19143,(215) 592-0974,O,Elem/Mid/High,K-12, ,3,Private,0.026130703833866,0.000052957029993
629,0,629,961,39.930480000000003,-75.168350000000004,0,0,400.000000000000000,628,629,,,,,,,,,,,,,,,0.026126476523007,0.000052942735131
630,3,630,962,39.949829999999999,-75.177570000000003,0,0,400.000000000000000,629,630,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,2200 CHESTNUT ST,19103,215-400-7810, ,ELEMENTARYMIDDLE,K-08,665,1,District,0.026130834242966,0.000052957470575
631,6,631,964,39.961990000000000,-75.159300000000002,1,0,400.000000000000000,630,631,126515001,3851,2010,"FRANKLIN, BENJAMIN HIGH SCHOOL",Benjamin Franklin High School,550 N BROAD ST,19130,215-400-7600, ,HIGH,9-12,425,1,District,0.026133575479993,0.000052966739737
632,0,632,965,39.959989999999998,-75.225040000000007,1,0,400.000000000000000,631,632,,,,,,,,,,,,,,,0.026133124354457,0.000052965214376
633,0,633,966,39.997039999999998,-75.178579999999997,0,0,400.000000000000000,632,633,,,,,,,,,,,,,,,0.026141486285866,0.000052993487016
634,1,634,967,39.966650000000001,-75.178910000000002,0,0,400.000000000000000,633,634,226517652, , ,St Francis Xavier School,St Francis Xavier Sch,641-51 N 24TH ST,19130,(215) 763-6564,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026134626450139,0.000052970293700
635,5,635,968,39.963439999999999,-75.169390000000007,0,0,400.000000000000000,634,635,226512852, , ,John W Hallahan Girls School,John W Hallahan Girls Sch,319 N 19TH ST,19103,(215) 563-8930,O,High School,9-12, ,3,Archdiocese,0.026133902559730,0.000052967845778
636,0,636,969,40.030540000000002,-75.103949999999998,0,0,400.000000000000000,635,636,,,,,,,,,,,,,,,0.026149061134052,0.000053019095659
637,3,637,970,39.951129999999999,-75.153589999999994,1,0,400.000000000000000,636,637,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.026131127311051,0.000052958462071
638,2,638,973,39.924720000000001,-75.173770000000005,0,1,400.000000000000000,637,638,226510009, , ,True Gospel Tabernacle Learning Center,True Gospel Tabernacle Lrn Ctr,1900 S 16TH ST,19145,(215) 334-3343,O,Elementary School,pre K-4, ,3,Private,0.026125179963680,0.000052938350701
639,4,639,974,39.970199999999998,-75.159710000000004,1,0,400.000000000000000,638,639,226515632, , ,Philadelphia Academic School,Phila Academic Sch,1421 W GIRARD AVE,19130,(215) 477-1040,O,High School,12, ,3,Private,0.026135426964834,0.000052973000019
640,3,640,977,39.957389999999997,-75.160309999999996,1,0,400.000000000000000,639,640,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.026132538248341,0.000052963232858
641,1,641,978,39.973269999999999,-75.123159999999999,0,0,400.000000000000000,640,641,126515001,7244,5160,PENN TREATY HIGH SCHOOL,Penn Treaty High School,600 E THOMPSON ST,19125,215-400-3800, ,MIDDLEHIGH,6-12,523,1,District,0.026136119677517,0.000052975342437
642,3,642,980,39.932340000000003,-75.172939999999997,0,0,400.000000000000000,641,642,226519382, , ,St Thomas Aquinas School,St Thomas Aquinas Sch,1616 S  17TH ST,19145,(215) 334-0878,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026126895093624,0.000052944150517
643,0,643,983,39.990299999999998,-75.220309999999998,0,0,400.000000000000000,642,643,,,,,,,,,,,,,,,0.026139963770198,0.000052988339412
644,6,644,984,39.959310000000002,-75.159880000000001,1,1,400.000000000000000,643,644,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.026132971247855,0.000052964697037
645,5,645,986,39.954009999999997,-75.176659999999998,1,0,400.000000000000000,644,645,300513960, , ,Greene Towne School Inc,Greene Towne School Inc.,2119-21 ARCH ST,19103,215-563-6368,O,Kindergarten,pre K-K, ,3,Private,0.026131776300866,0.000052960656166
646,0,646,988,39.954079999999998,-75.189719999999994,0,0,400.000000000000000,645,646,,,,,,,,,,,,,,,0.026131792187105,0.000052960709855
647,0,647,992,39.954410000000003,-75.163160000000005,1,0,400.000000000000000,646,647,,,,,,,,,,,,,,,0.026131866847531,0.000052960962860
648,1,648,993,39.940109999999997,-75.184939999999997,0,1,400.000000000000000,647,648,226511235, , ,Crooked Places Made Straight,Crooked Places Made Straight,2617 Washington Ave,19146,(215) 339-5007,O,Elem/Mid/High,K-12, ,3,Private,0.026128644394442,0.000052950066061
649,1,649,994,39.945830000000001,-75.183120000000002,0,0,400.000000000000000,648,649,226515462, , ,Philadelphia School,Phila School,2501-29 LOMBARD ST,19146,(215) 545-5323,O,Elem/Middle,pre K-8, ,3,Private,0.026129933050296,0.000052954423499
650,1,650,995,39.932189999999999,-75.181550000000001,1,0,400.000000000000000,649,650,126515001,3629,2370,"MCDANIEL, DELAPLAINE SCHOOL",Delaplaine McDaniel School,1801 S 22ND ST,19145,215-400-8220, ,ELEMENTARYMIDDLE,K-8,377,1,District,0.026126860939273,0.000052944034643
651,0,651,996,39.912540000000000,-75.138170000000002,0,1,400.000000000000000,650,651,,,,,,,,,,,,,,,0.026122440011248,0.000052929085074
652,4,652,997,39.956409999999998,-75.208460000000002,1,0,400.000000000000000,651,652,226519902, , ,West Catholic Preparatory High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,O,High School,9-12, ,3,Archdiocese,0.026132317572821,0.000052962486534
653,1,653,999,39.931100000000001,-75.173190000000005,0,0,400.000000000000000,652,653,226519382, , ,St Thomas Aquinas School,St Thomas Aquinas Sch,1616 S  17TH ST,19145,(215) 334-0878,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026126616169689,0.000052943207805
654,0,654,1002,39.939689999999999,-75.181500000000000,0,1,400.000000000000000,653,654,,,,,,,,,,,,,,,0.026128550299203,0.000052949748142
655,1,655,1004,39.975000000000001,-75.124319999999997,0,0,400.000000000000000,654,655,126515001,7244,5160,PENN TREATY HIGH SCHOOL,Penn Treaty High School,600 E THOMPSON ST,19125,215-400-3800, ,MIDDLEHIGH,6-12,523,1,District,0.026136510051537,0.000052976662670
656,3,656,1005,39.950769999999999,-75.175749999999994,1,0,400.000000000000000,655,656,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,2200 CHESTNUT ST,19103,215-400-7810, ,ELEMENTARYMIDDLE,K-08,665,1,District,0.026131046348518,0.000052958188190
657,0,657,1006,39.985810000000001,-75.215670000000003,0,0,400.000000000000000,656,657,,,,,,,,,,,,,,,0.026138949939876,0.000052984911838
658,3,658,1007,39.926819999999999,-75.169150000000002,0,0,400.000000000000000,657,658,226510009, , ,True Gospel Tabernacle Learning Center,True Gospel Tabernacle Lrn Ctr,1900 S 16TH ST,19145,(215) 334-3343,O,Elementary School,pre K-4, ,3,Private,0.026125652747511,0.000052939949493
659,1,659,1008,39.957340000000002,-75.203400000000002,1,0,400.000000000000000,658,659,126515001,7780,1050,"ROBESON, PAUL HIGH SCHOOL",Paul Robeson High School for Human Services,4125 LUDLOW ST,19104,215-400-7780, ,HIGH,09-12,307,1,District,0.026132527386268,0.000052963196011
660,0,660,1009,39.957709999999999,-75.231440000000006,0,1,400.000000000000000,659,660,,,,,,,,,,,,,,,0.026132610871711,0.000052963478104
661,2,661,1011,39.961750000000002,-75.238680000000002,0,1,400.000000000000000,660,661,126515001,8029,1200,"BARRY, JOHN ELEMENTARY SCHOOL",John Barry School,5900 RACE ST,19139,215-400-7640, ,ELEMENTARYMIDDLE,K-8,654,1,District,0.026133521322950,0.000052966556592
662,2,662,1012,39.996789999999997,-75.153940000000006,0,1,400.000000000000000,661,662,0, ,8450,YES PHILLY,YES Philly,2709 N Broad St,19122,215-769-0340, ,High School,9-12, ,1,Contracted,0.026141429457479,0.000052993294532
663,8,663,1013,39.961179999999999,-75.159480000000002,1,1,400.000000000000000,662,663,226515602, , ,Roman Catholic High School,Roman Catholic HS,303 N BROAD ST,19107,215-627-1270,O,High School,9-12, ,3,Archdiocese,0.026133392669590,0.000052966121767
664,1,664,1014,39.933019999999999,-75.149450000000002,0,0,400.000000000000000,663,664,126515001,3659,2720,VARE-WASHINGTON ELEMENTARY,Vare-Washington School,1198 S 5TH ST,19147,215-400-8120, ,ELEMENTARYMIDDLE,K-8,369,1,District,0.026127048025028,0.000052944667290
665,1,665,1019,40.028810000000000,-75.089269999999999,0,0,400.000000000000000,664,665,226518752, , ,St Martin of Tours School,St Martin of Tours School,5400 E ROOSEVELT BLV,19124,(215) 533-3050,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026148669503378,0.000053017771685
666,0,666,1020,39.894460000000002,-75.246769999999998,0,0,400.000000000000000,665,666,,,,,,,,,,,,,,,0.026118375564002,0.000052915338568
667,0,667,1021,39.956859999999999,-75.198089999999993,1,0,400.000000000000000,666,667,,,,,,,,,,,,,,,0.026132418844178,0.000052962828987
668,1,668,1022,39.966889999999999,-75.192130000000006,0,1,400.000000000000000,667,668,126515001,3611,1360,"MC MICHAEL, MORTON SCHOOL",Morton McMichael School,3543 FAIRMOUNT AVE,19104,215-400-7750, ,ELEMENTARYMIDDLE,K-8,358,1,District,0.026134680449234,0.000052970475837
669,9,669,1024,39.962649999999996,-75.163089999999997,1,0,400.000000000000000,668,669,126515001,6822,2290,FRANKLIN LEARNING CENTER,Franklin Learning Center,616 N 15TH ST,19130,215-400-7570, ,HIGH,09-12,915,1,District,0.026133724209773,0.000052967242970
670,3,670,1025,39.926560000000002,-75.167199999999994,0,0,400.000000000000000,669,670,226518692, , ,SS John Neumann and Maria Goretti Catholic High School,SS John Neumann & Maria Goretti Catholic HS,1736 S 10TH ST,19148,(215) 465-8437,O,High School,9-12, ,3,Archdiocese,0.026125593696555,0.000052939749505
671,3,671,1027,39.951700000000002,-75.177160000000001,1,0,400.000000000000000,670,671,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,2200 CHESTNUT ST,19103,215-400-7810, ,ELEMENTARYMIDDLE,K-08,665,1,District,0.026131255984552,0.000052958896741
672,0,672,1028,39.949950000000001,-75.140870000000007,1,0,400.000000000000000,671,672,,,,,,,,,,,,,,,0.026130861587419,0.000052957563304
673,4,673,1029,39.991410000000002,-75.134870000000006,0,1,400.000000000000000,672,673,226519672, , ,Timothy Academy,Timothy Acad,303 W Lehigh Ave,19133,(215) 425-8886,O,Elem/Middle,pre K-8, ,3,Private,0.026140214385901,0.000052989186955
674,1,674,1030,39.947850000000003,-75.231099999999998,0,0,400.000000000000000,673,674,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",Avery D. Harrington School,5300 BALTIMORE AVE,19143,215-400-7920, ,ELEMENTARYMIDDLE,K-8,477,1,District,0.026130388241526,0.000052955962947
675,1,675,1031,39.962040000000002,-75.242769999999993,0,0,400.000000000000000,674,675,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.026133586594914,0.000052966777508
676,1,676,1034,39.962870000000002,-75.246729999999999,0,0,400.000000000000000,675,676,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.026133774183011,0.000052967412041
677,3,677,1038,39.959310000000002,-75.219049999999996,0,0,400.000000000000000,676,677,226514112, , ,Mill Creek School,Mill Creek Sch,111 N 49TH ST,19139,215-471-4900 ,O,High School,7-12, ,3,Private,0.026132971213157,0.000052964696824
678,4,678,1039,39.938980000000001,-75.157839999999993,0,0,400.000000000000000,677,678,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.026128390131303,0.000052949206333
679,2,679,1040,39.955199999999998,-75.154309999999995,1,0,400.000000000000000,678,679,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.026132044898096,0.000052961564908
680,2,680,1041,39.961019999999998,-75.144990000000007,0,0,400.000000000000000,679,680,0, ,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,215-567-2410, ,High School,9-12, ,1,Contracted,0.026133356723021,0.000052965999960
681,2,681,1046,40.011589999999998,-75.182130000000001,0,0,400.000000000000000,680,681,326510062, , ,Seedlings Early Care and Education Program,Seedlings Early Care & Ed Program,3300 HENRY AVE,19129,215-254-2069,O,Pre-K,pre K, ,3,Private,0.026144774527517,0.000053004603934
682,1,682,1047,39.967419999999997,-75.179699999999997,0,0,400.000000000000000,681,682,226517652, , ,St Francis Xavier School,St Francis Xavier Sch,641-51 N 24TH ST,19130,(215) 763-6564,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026134800178993,0.000052970881086
683,0,683,1050,39.942059999999998,-75.211709999999997,0,0,400.000000000000000,682,683,,,,,,,,,,,,,,,0.026129083827403,0.000052951551909
684,2,684,1051,39.943640000000002,-75.165490000000005,1,0,400.000000000000000,683,684,126513210,7580,3326,UNIVERSAL INSTITUTE,Universal Institute Charter School,801 S 15TH ST,19146,215-732-2876, ,Elem/Middle,K-8, ,2,Charter,0.026129439689705,0.000052952755118
685,1,685,1052,39.978009999999998,-75.266790000000000,0,0,400.000000000000000,684,685,126515001,7810,4320,"LAMBERTON,ROBERT E ELEMENTARY",Robert E. Lamberton School,7501 WOODBINE AVE,19151,215-400-7530, ,ELEMENTARYMIDDLE,K-8,502,1,District,0.026137189461181,0.000052978959849
686,1,686,1053,39.952959999999997,-75.151539999999997,1,0,400.000000000000000,685,686,126515001,7905,2670,CONSTITUTION HIGH SCHOOL,Constitution High School,18 S 7TH ST,19106,215-400-7850, ,HIGH,9-12,385,1,District,0.026131539844631,0.000052959856809
687,0,687,1055,39.891330000000004,-75.176029999999997,0,1,400.000000000000000,686,687,,,,,,,,,,,,,,,0.026117672831542,0.000052912962657
688,1,688,1056,40.026769999999999,-75.114630000000005,0,0,400.000000000000000,687,688,226510081, , ,Olney Christian School,Olney Christian Sch,425 E. Roosevelt Blvd,19120,(215)324-1186,O,Elementary School,K-8, ,3,Private,0.026148207929434,0.000053016211149
689,0,689,1058,39.904760000000003,-75.168549999999996,0,0,400.000000000000000,688,689,,,,,,,,,,,,,,,0.026120690301157,0.000052923167062
690,1,690,1059,40.015320000000003,-75.149879999999996,0,1,400.000000000000000,689,690,226510047, , ,New Hope Christian Academy,New Hope Christian Acad,1345 McFerran Street,19140,(215) 391-0003,O,Elem/Mid/High,pre K-12, ,3,Private,0.026145618026044,0.000053007455982
691,2,691,1060,39.941459999999999,-75.177769999999995,0,0,400.000000000000000,690,691,226510071, , ,Philadelphia Free School,Phila Free School,2001 Christian St,19146,(215)218-9586,O,Elem/Mid/High,pre K-12, ,3,Private,0.026128948601313,0.000052951094573
692,0,692,1061,40.005360000000003,-75.075940000000003,0,1,400.000000000000000,691,692,,,,,,,,,,,,,,,0.026143366047251,0.000052999842246
693,0,693,1064,40.017069999999997,-75.151359999999997,0,1,400.000000000000000,692,693,,,,,,,,,,,,,,,0.026146013726800,0.000053008793527
694,5,694,1066,39.923130000000000,-75.169960000000003,1,0,400.000000000000000,693,694,226514095, , ,City Kids,City Kids,2311 S 13th St,19148,215-334-7440,O,Kindergarten,pre K-K, ,3,Private,0.026124821818422,0.000052937139138
695,4,695,1067,39.957369999999997,-75.170720000000003,1,0,400.000000000000000,694,695,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026132533876196,0.000052963218009
696,2,696,1068,39.945959999999999,-75.168329999999997,0,0,400.000000000000000,695,696,226511132, , ,The City School,The City School,910 N 6th St,19103,(215) 731-1930,O,Middle/High,6-12, ,3,Private,0.026129962633955,0.000052954523399
697,2,697,1069,39.967300000000002,-75.173749999999998,0,0,400.000000000000000,696,697,126515001,3618,2210,BACHE-MARTIN SCHOOL,Bache-Martin School,2201 BROWN ST,19130,215-400-7550, ,ELEMENTARYMIDDLE,K-8,463,1,District,0.026134772948092,0.000052970788888
698,0,698,1070,39.956870000000002,-75.199629999999999,1,0,400.000000000000000,697,698,,,,,,,,,,,,,,,0.026132420888395,0.000052962835473
699,3,699,1071,39.952520000000000,-75.209260000000000,0,0,400.000000000000000,698,699,226512762, , ,Islamic Education School,Islamic Education Sch,4431-39 WALNUT ST,19104,(215) 387-8888,O,Elem/Middle,pre K-8, ,3,Private,0.026131441031055,0.000052959522617
700,0,700,1072,40.029499999999999,-75.186179999999993,0,0,400.000000000000000,699,700,,,,,,,,,,,,,,,0.026148825457381,0.000053018298761
701,2,701,1075,39.942399999999999,-75.155490000000000,0,0,400.000000000000000,700,701,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.026129160410019,0.000052951810742
702,2,702,1077,40.015909999999998,-75.153850000000006,0,1,400.000000000000000,701,702,126513734,8207,3416,MASTERY CHARTER @ GRATZ HIGH,Mastery Charter School at Gratz,1798 W HUNTING PARK AVE,19140,215-227-4408, ,Middle/High,7-12, ,2,Charter,0.026145751431237,0.000053007906619
703,1,703,1078,39.973770000000002,-75.258250000000004,0,0,400.000000000000000,702,703,126515001,6960,4480,OVERBROOK EDUCATIONAL CENTER,Overbrook Educational Center,6722 LANSDOWNE AVE,19151,215-400-7540, ,ELEMENTARYMIDDLE,K-8,294,1,District,0.026136232233974,0.000052975722733
704,1,704,1081,39.950490000000002,-75.167349999999999,1,0,400.000000000000000,703,704,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,1420 CHESTNUT ST,19102,267-514-1823, ,High School,9-12, ,2,Charter,0.026130983321862,0.000052957974969
705,0,705,1082,39.934869999999997,-75.142679999999999,0,0,400.000000000000000,704,705,,,,,,,,,,,,,,,0.026127464747805,0.000052946077105
706,2,706,1083,39.955739999999999,-75.166190000000000,1,0,400.000000000000000,705,706,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026132166251021,0.000052961975207
707,1,707,1084,39.926049999999996,-75.182739999999995,0,0,400.000000000000000,706,707,126513415,8196,3418,UNIVERSAL VARE CHARTER SCHOOL,Universal Charter School at Vare,2100 S 24TH ST,19145,215-952-8611, ,Middle School,5-8, ,2,Charter,0.026125479047511,0.000052939362058
708,0,708,1087,40.031590000000001,-75.053380000000004,1,0,400.000000000000000,707,708,,,,,,,,,,,,,,,0.026149298541819,0.000053019897513
709,0,709,1089,39.946820000000002,-75.196029999999993,1,0,400.000000000000000,708,709,,,,,,,,,,,,,,,0.026130156385066,0.000052955178953
710,1,710,1092,39.953139999999998,-75.161230000000003,1,0,400.000000000000000,709,710,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.026131580462131,0.000052959993788
711,4,711,1095,39.956960000000002,-75.176019999999994,0,0,400.000000000000000,710,711,300513960, , ,Greene Towne School Inc,Greene Towne School Inc.,2119-21 ARCH ST,19103,215-563-6368,O,Kindergarten,pre K-K, ,3,Private,0.026132441427857,0.000052962905281
712,3,712,1098,39.954599999999999,-75.215869999999995,0,0,400.000000000000000,711,712,226512762, , ,Islamic Education School,Islamic Education Sch,4431-39 WALNUT ST,19104,(215) 387-8888,O,Elem/Middle,pre K-8, ,3,Private,0.026131909226932,0.000052961105732
713,0,713,1099,40.033220000000000,-75.080140000000000,0,0,400.000000000000000,712,713,,,,,,,,,,,,,,,0.026149667818712,0.000053021146659
714,4,714,1100,39.937179999999998,-75.161479999999997,1,1,400.000000000000000,713,714,126515001,7904,2620,ACADEMY AT PALUMBO,Academy at Palumbo,1100 CATHARINE ST,19147,215-400-8130, ,HIGH,9-12,1060,1,District,0.026127984630562,0.000052947834740
715,1,715,1101,39.943809999999999,-75.158420000000007,0,0,400.000000000000000,714,715,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.026129478029066,0.000052952885087
716,0,716,1103,39.903050000000000,-75.173940000000002,0,0,400.000000000000000,715,716,,,,,,,,,,,,,,,0.026120306260419,0.000052921868939
717,0,717,1104,39.950000000000003,-75.201719999999995,0,0,400.000000000000000,716,717,,,,,,,,,,,,,,,0.026130872868698,0.000052957601559
718,3,718,1105,39.972650000000002,-75.179140000000004,1,0,400.000000000000000,717,718,226510932, , ,Celestial Christian Academy,Celestial Christian Acad,2534 W THOMPSON ST,19121,(215) 232-5863,O,Elem/Middle,pre K-8, ,3,Private,0.026135980031473,0.000052974870601
719,1,719,1106,39.956969999999998,-75.225520000000003,1,0,400.000000000000000,718,719,226510695, , ,Beulah Baptist Christian Day School,Beulah Baptist Christian Day Sch,5001 Spruce St,19139,(215) 747-3347,O,Elem/Middle,K-8, ,3,Private,0.026132443535969,0.000052962912209
720,2,720,1107,39.946350000000002,-75.171490000000006,0,0,400.000000000000000,719,720,226511132, , ,The City School,The City School,910 N 6th St,19103,(215) 731-1930,O,Middle/High,6-12, ,3,Private,0.026130050466395,0.000052954820595
721,1,721,1108,39.942290000000000,-75.184500000000000,0,0,400.000000000000000,720,721,226511235, , ,Crooked Places Made Straight,Crooked Places Made Straight,2617 Washington Ave,19146,(215) 339-5007,O,Elem/Mid/High,K-12, ,3,Private,0.026129135801929,0.000052951727785
722,4,722,1109,39.950740000000003,-75.150390000000002,1,0,400.000000000000000,721,722,326510174, , ,"Chesterbrook Academy
",Chesterbrook Acad,510 Walnut St,19106,(215)592-8257,O,Pre-school,Preschl, ,3,Private,0.026131039452116,0.000052958164598
723,0,723,1110,40.003889999999998,-75.170680000000004,1,0,400.000000000000000,722,723,,,,,,,,,,,,,,,0.026143033818310,0.000052998719031
724,3,724,1112,39.936770000000003,-75.159949999999995,1,0,400.000000000000000,723,724,0, ,3369,Christopher Columbus Charter School (Annex),Christopher Columbus CS (Annex),1242 S 13th St,19147,215-925-7400,O,Elementary School,5-8, ,2,Charter,0.026127892531554,0.000052947523086
725,1,725,1113,39.990879999999997,-75.091220000000007,1,0,400.000000000000000,724,725,226517752, , ,St George School,St George School,2700 E VENANGO ST,19134,(215) 634-8803,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026140094802755,0.000052988782724
726,1,726,1115,40.025759999999998,-75.125370000000004,1,1,400.000000000000000,725,726,126513452,8205,3414,ASPIRA OLNEY CHARTER HIGH,Aspira Charter School at Olney,100 W DUNCANNON AVE,19120,215-456-3014, ,High School,9-12, ,2,Charter,0.026147979474512,0.000053015438574
727,3,727,1116,39.938070000000003,-75.168450000000007,0,1,400.000000000000000,726,727,126515001,6996,2020,CREATIVE AND PERFORMING ARTS,High School for Creative and Performing Arts School,901 S BROAD ST,19147,215-400-8140, ,HIGH,09-12,747,1,District,0.026128185238620,0.000052948513370
728,2,728,1117,39.976840000000003,-75.127399999999994,0,0,400.000000000000000,727,728,226518422, , ,St Laurentius School,St Laurentius School,1612 E BERKS ST,19125,(215) 423-8834,O,Elem/Middle,K-8, ,3,Archdiocese,0.026136925415536,0.000052978066835
729,5,729,1119,39.962589999999999,-75.213040000000007,0,0,400.000000000000000,728,729,226518062, , ,Our Mother of Sorrows/St Ignatius of Loyola School,Our Mother of Sorrows/St Ignatius of Loyola School,632-44 N 43RD ST,19104,215-222-3626,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026133710622047,0.000052967196876
730,0,730,1120,39.899880000000003,-75.249920000000003,0,0,400.000000000000000,729,730,,,,,,,,,,,,,,,0.026119593395887,0.000052919457386
731,1,731,1122,39.933639999999997,-75.192819999999998,1,0,400.000000000000000,730,731,226517702, , ,St Gabriel School,St Gabriel School,1432 S  29TH ST,19146,215-468-7230,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026127187662797,0.000052945139931
732,1,732,1123,40.044600000000003,-75.193100000000001,0,0,400.000000000000000,731,732,126515001,3712,6250,"HENRY, CHARLES W. SCHOOL",Charles W. Henry School,601 CARPENTER LN,19119,215-400-3480, ,ELEMENTARYMIDDLE,K-8,511,1,District,0.026152244465347,0.000053029856487
733,0,733,1125,39.887569999999997,-75.247960000000006,0,1,400.000000000000000,732,733,,,,,,,,,,,,,,,0.026116828183372,0.000052910106149
734,1,734,1127,39.977770000000000,-75.151009999999999,0,0,400.000000000000000,733,734,126515001,3687,5250,"DUNBAR, PAUL L. SCHOOL",Paul L. Dunbar School,1750 N 12TH ST,19122,215-400-7410, ,ELEMENTARYMIDDLE,K-8,266,1,District,0.026137134988935,0.000052978775459
735,0,735,1128,39.910049999999998,-75.163359999999997,0,1,400.000000000000000,734,735,,,,,,,,,,,,,,,0.026121880566159,0.000052927193200
736,1,736,1129,39.947450000000003,-75.180329999999998,0,0,400.000000000000000,735,736,226515462, , ,Philadelphia School,Phila School,2501-29 LOMBARD ST,19146,(215) 545-5323,O,Elem/Middle,pre K-8, ,3,Private,0.026130298272967,0.000052955658246
737,2,737,1130,39.980420000000002,-75.239379999999997,0,0,400.000000000000000,736,737,326510170, , ,Bridge Way School,Bridge Way School,7360 Jackson St,19136,267-437-2194,O,Ungraded,9-12, ,3,Private,0.026137732686541,0.000052980796051
738,3,738,1132,39.927270000000000,-75.182479999999998,0,0,400.000000000000000,737,738,126515001,3629,2370,"MCDANIEL, DELAPLAINE SCHOOL",Delaplaine McDaniel School,1801 S 22ND ST,19145,215-400-8220, ,ELEMENTARYMIDDLE,K-8,377,1,District,0.026125753581875,0.000052940290209
739,1,739,1133,39.964070000000000,-75.174459999999996,1,0,400.000000000000000,738,739,226517652, , ,St Francis Xavier School,St Francis Xavier Sch,641-51 N 24TH ST,19130,(215) 763-6564,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026134044500477,0.000052968325779
740,0,740,1134,39.987029999999997,-75.122360000000000,0,1,400.000000000000000,739,740,,,,,,,,,,,,,,,0.026139225510022,0.000052985843179
741,6,741,1136,39.967739999999999,-75.209750000000000,0,0,400.000000000000000,740,741,226511172, , ,Cockrell Christian School,Cockrell Christian Sch,4512-16 LANCASTER AVE,19131,(215) 520-3953,O,Elem/Middle,K-8, ,3,Private,0.026134872336557,0.000052971124926
742,3,742,1140,39.943730000000002,-75.150350000000003,0,0,400.000000000000000,741,742,226519162, , ,St Peters School,St Peters School,311-21 LOMBARD ST,19147,(215) 925-3963,O,Elem/Middle,pre K-8, ,3,Private,0.026129459994767,0.000052952823840
743,1,743,1141,39.970359999999999,-75.245159999999998,0,0,400.000000000000000,742,743,226517352, , ,St Frances Cabrini Regional Catholic School,St Frances Cabrini,405 N 65th St,19151,(215)748-2994,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026135463231245,0.000052973123308
